Bestellnummer,Aktivitaet,Timestamp,Station
ORD-10439,Wareneingang im LVS,2025-10-26 19:55:33,Server
ORD-10439,Kommissionierung gestartet,2025-10-28 11:55:33,Lagerhalle A
ORD-10439,Kommissionierung beendet,2025-10-28 12:30:33,Lagerhalle A
ORD-10439,Verpacken und Labeldruck,2025-10-28 12:52:33,Packtisch 3
ORD-10439,Versandübergabe,2025-10-28 13:52:33,Rampe 1
ORD-10440,Wareneingang im LVS,2025-10-04 23:06:54,Server
ORD-10440,Kommissionierung gestartet,2025-10-06 14:06:54,Lagerhalle A
ORD-10440,Kommissionierung beendet,2025-10-06 14:43:54,Lagerhalle A
ORD-10440,Verpacken und Labeldruck,2025-10-06 16:03:54,Packtisch 3
ORD-10440,Versandübergabe,2025-10-06 17:03:54,Rampe 1
ORD-10441,Wareneingang im LVS,2025-10-22 16:27:06,Server
ORD-10441,Kommissionierung gestartet,2025-10-23 15:27:06,Lagerhalle A
ORD-10441,Kommissionierung beendet,2025-10-23 16:07:06,Lagerhalle A
ORD-10441,Verpacken und Labeldruck,2025-10-23 17:11:06,Packtisch 3
ORD-10441,Versandübergabe,2025-10-23 20:11:06,Rampe 1
ORD-10442,Wareneingang im LVS,2025-10-30 17:08:15,Server
ORD-10442,Kommissionierung gestartet,2025-11-01 02:08:15,Lagerhalle A
ORD-10442,Kommissionierung beendet,2025-11-01 02:48:15,Lagerhalle A
ORD-10442,Verpacken und Labeldruck,2025-11-01 04:40:15,Packtisch 3
ORD-10442,Versandübergabe,2025-11-01 06:40:15,Rampe 1
ORD-10443,Wareneingang im LVS,2025-10-02 17:16:40,Server
ORD-10443,Kommissionierung gestartet,2025-10-03 09:16:40,Lagerhalle A
ORD-10443,Kommissionierung beendet,2025-10-03 09:34:40,Lagerhalle A
ORD-10443,Verpacken und Labeldruck,2025-10-03 11:06:40,Packtisch 3
ORD-10443,Versandübergabe,2025-10-03 15:06:40,Rampe 1
ORD-10444,Wareneingang im LVS,2025-09-27 18:10:11,Server
ORD-10444,Kommissionierung gestartet,2025-09-28 02:10:11,Lagerhalle A
ORD-10444,Kommissionierung beendet,2025-09-28 02:35:11,Lagerhalle A
ORD-10444,Verpacken und Labeldruck,2025-09-28 03:20:11,Packtisch 3
ORD-10444,Versandübergabe,2025-09-28 07:20:11,Rampe 1
ORD-10445,Wareneingang im LVS,2025-10-18 10:58:44,Server
ORD-10445,Kommissionierung gestartet,2025-10-20 08:58:44,Lagerhalle A
ORD-10445,Kommissionierung beendet,2025-10-20 09:17:44,Lagerhalle A
ORD-10445,Verpacken und Labeldruck,2025-10-20 09:51:44,Packtisch 3
ORD-10445,Versandübergabe,2025-10-20 13:51:44,Rampe 1
ORD-10446,Wareneingang im LVS,2025-10-13 13:06:14,Server
ORD-10446,Kommissionierung gestartet,2025-10-14 23:06:14,Lagerhalle A
ORD-10446,Kommissionierung beendet,2025-10-14 23:44:14,Lagerhalle A
ORD-10446,Verpacken und Labeldruck,2025-10-15 01:11:14,Packtisch 3
ORD-10446,Versandübergabe,2025-10-15 04:11:14,Rampe 1
ORD-10447,Wareneingang im LVS,2025-09-14 04:28:57,Server
ORD-10447,Kommissionierung gestartet,2025-09-15 14:28:57,Lagerhalle A
ORD-10447,Kommissionierung beendet,2025-09-15 15:03:57,Lagerhalle A
ORD-10447,Verpacken und Labeldruck,2025-09-15 16:14:57,Packtisch 3
ORD-10447,Versandübergabe,2025-09-15 20:14:57,Rampe 1
ORD-10448,Wareneingang im LVS,2025-10-17 11:16:26,Server
ORD-10448,Kommissionierung gestartet,2025-10-19 06:16:26,Lagerhalle A
ORD-10448,Kommissionierung beendet,2025-10-19 06:43:26,Lagerhalle A
ORD-10448,Verpacken und Labeldruck,2025-10-19 08:36:26,Packtisch 3
ORD-10448,Versandübergabe,2025-10-19 09:36:26,Rampe 1
ORD-10449,Wareneingang im LVS,2025-09-02 14:31:44,Server
ORD-10449,Kommissionierung gestartet,2025-09-04 07:31:44,Lagerhalle A
ORD-10449,Kommissionierung beendet,2025-09-04 08:10:44,Lagerhalle A
ORD-10449,Verpacken und Labeldruck,2025-09-04 09:59:44,Packtisch 3
ORD-10449,Versandübergabe,2025-09-04 11:59:44,Rampe 1
ORD-10450,Wareneingang im LVS,2025-10-05 14:23:47,Server
ORD-10450,Kommissionierung gestartet,2025-10-07 05:23:47,Lagerhalle A
ORD-10450,Kommissionierung beendet,2025-10-07 05:51:47,Lagerhalle A
ORD-10450,Verpacken und Labeldruck,2025-10-07 06:48:47,Packtisch 3
ORD-10450,Versandübergabe,2025-10-07 07:48:47,Rampe 1
ORD-10451,Wareneingang im LVS,2025-09-16 17:26:35,Server
ORD-10451,Kommissionierung gestartet,2025-09-17 20:26:35,Lagerhalle A
ORD-10451,Kommissionierung beendet,2025-09-17 21:03:35,Lagerhalle A
ORD-10451,Verpacken und Labeldruck,2025-09-17 22:38:35,Packtisch 3
ORD-10451,Versandübergabe,2025-09-18 01:38:35,Rampe 1
ORD-10452,Wareneingang im LVS,2025-09-30 13:07:20,Server
ORD-10452,Kommissionierung gestartet,2025-10-02 12:07:20,Lagerhalle A
ORD-10452,Kommissionierung beendet,2025-10-02 12:38:20,Lagerhalle A
ORD-10452,Verpacken und Labeldruck,2025-10-02 14:27:20,Packtisch 3
ORD-10452,Versandübergabe,2025-10-02 16:27:20,Rampe 1
ORD-10453,Wareneingang im LVS,2025-09-21 16:46:23,Server
ORD-10453,Kommissionierung gestartet,2025-09-21 20:46:23,Lagerhalle A
ORD-10453,Kommissionierung beendet,2025-09-21 21:15:23,Lagerhalle A
ORD-10453,Verpacken und Labeldruck,2025-09-21 21:33:23,Packtisch 3
ORD-10453,Versandübergabe,2025-09-22 00:33:23,Rampe 1
ORD-10454,Wareneingang im LVS,2025-10-21 10:04:02,Server
ORD-10454,Kommissionierung gestartet,2025-10-23 09:04:02,Lagerhalle A
ORD-10454,Kommissionierung beendet,2025-10-23 09:35:02,Lagerhalle A
ORD-10454,Verpacken und Labeldruck,2025-10-23 10:15:02,Packtisch 3
ORD-10454,Versandübergabe,2025-10-23 11:15:02,Rampe 1
ORD-10455,Wareneingang im LVS,2025-10-13 11:02:30,Server
ORD-10455,Kommissionierung gestartet,2025-10-15 09:02:30,Lagerhalle A
ORD-10455,Kommissionierung beendet,2025-10-15 09:31:30,Lagerhalle A
ORD-10455,Verpacken und Labeldruck,2025-10-15 11:14:30,Packtisch 3
ORD-10455,Versandübergabe,2025-10-15 13:14:30,Rampe 1
ORD-10456,Wareneingang im LVS,2025-09-20 18:42:05,Server
ORD-10456,Kommissionierung gestartet,2025-09-22 09:42:05,Lagerhalle A
ORD-10456,Kommissionierung beendet,2025-09-22 09:57:05,Lagerhalle A
ORD-10456,Verpacken und Labeldruck,2025-09-22 11:55:05,Packtisch 3
ORD-10456,Versandübergabe,2025-09-22 14:55:05,Rampe 1
ORD-10457,Wareneingang im LVS,2025-10-23 17:12:41,Server
ORD-10457,Kommissionierung gestartet,2025-10-24 06:12:41,Lagerhalle A
ORD-10457,Kommissionierung beendet,2025-10-24 06:37:41,Lagerhalle A
ORD-10457,Verpacken und Labeldruck,2025-10-24 07:46:41,Packtisch 3
ORD-10457,Versandübergabe,2025-10-24 10:46:41,Rampe 1
ORD-10458,Wareneingang im LVS,2025-09-13 18:59:44,Server
ORD-10458,Kommissionierung gestartet,2025-09-14 01:59:44,Lagerhalle A
ORD-10458,Kommissionierung beendet,2025-09-14 02:37:44,Lagerhalle A
ORD-10458,Verpacken und Labeldruck,2025-09-14 03:14:44,Packtisch 3
ORD-10458,Versandübergabe,2025-09-14 04:14:44,Rampe 1
ORD-10459,Wareneingang im LVS,2025-10-04 09:51:43,Server
ORD-10459,Kommissionierung gestartet,2025-10-04 13:51:43,Lagerhalle A
ORD-10459,Kommissionierung beendet,2025-10-04 14:32:43,Lagerhalle A
ORD-10459,Verpacken und Labeldruck,2025-10-04 15:46:43,Packtisch 3
ORD-10459,Versandübergabe,2025-10-04 16:46:43,Rampe 1
ORD-10460,Wareneingang im LVS,2025-09-13 10:29:43,Server
ORD-10460,Kommissionierung gestartet,2025-09-13 19:29:43,Lagerhalle A
ORD-10460,Kommissionierung beendet,2025-09-13 20:10:43,Lagerhalle A
ORD-10460,Verpacken und Labeldruck,2025-09-13 21:05:43,Packtisch 3
ORD-10460,Versandübergabe,2025-09-13 23:05:43,Rampe 1
ORD-10461,Wareneingang im LVS,2025-10-29 15:05:24,Server
ORD-10461,Kommissionierung gestartet,2025-10-31 05:05:24,Lagerhalle A
ORD-10461,Kommissionierung beendet,2025-10-31 05:21:24,Lagerhalle A
ORD-10461,Verpacken und Labeldruck,2025-10-31 05:45:24,Packtisch 3
ORD-10461,Versandübergabe,2025-10-31 06:45:24,Rampe 1
ORD-10462,Wareneingang im LVS,2025-09-15 19:11:15,Server
ORD-10462,Kommissionierung gestartet,2025-09-17 01:11:15,Lagerhalle A
ORD-10462,Kommissionierung beendet,2025-09-17 01:33:15,Lagerhalle A
ORD-10462,Verpacken und Labeldruck,2025-09-17 03:16:15,Packtisch 3
ORD-10462,Versandübergabe,2025-09-17 04:16:15,Rampe 1
ORD-10463,Wareneingang im LVS,2025-10-28 23:33:47,Server
ORD-10463,Kommissionierung gestartet,2025-10-30 04:33:47,Lagerhalle A
ORD-10463,Kommissionierung beendet,2025-10-30 04:51:47,Lagerhalle A
ORD-10463,Verpacken und Labeldruck,2025-10-30 05:39:47,Packtisch 3
ORD-10463,Versandübergabe,2025-10-30 09:39:47,Rampe 1
ORD-10464,Wareneingang im LVS,2025-10-10 15:40:10,Server
ORD-10464,Kommissionierung gestartet,2025-10-11 12:40:10,Lagerhalle A
ORD-10464,Kommissionierung beendet,2025-10-11 13:11:10,Lagerhalle A
ORD-10464,Verpacken und Labeldruck,2025-10-11 13:33:10,Packtisch 3
ORD-10464,Versandübergabe,2025-10-11 17:33:10,Rampe 1
ORD-10465,Wareneingang im LVS,2025-09-04 17:06:33,Server
ORD-10465,Kommissionierung gestartet,2025-09-05 04:06:33,Lagerhalle A
ORD-10465,Kommissionierung beendet,2025-09-05 04:23:33,Lagerhalle A
ORD-10465,Verpacken und Labeldruck,2025-09-05 04:53:33,Packtisch 3
ORD-10465,Versandübergabe,2025-09-05 05:53:33,Rampe 1
ORD-10466,Wareneingang im LVS,2025-09-30 11:22:30,Server
ORD-10466,Kommissionierung gestartet,2025-10-01 19:22:30,Lagerhalle A
ORD-10466,Kommissionierung beendet,2025-10-01 19:57:30,Lagerhalle A
ORD-10466,Verpacken und Labeldruck,2025-10-01 20:32:30,Packtisch 3
ORD-10466,Versandübergabe,2025-10-01 23:32:30,Rampe 1
ORD-10467,Wareneingang im LVS,2025-10-04 19:05:02,Server
ORD-10467,Kommissionierung gestartet,2025-10-05 20:05:02,Lagerhalle A
ORD-10467,Kommissionierung beendet,2025-10-05 20:40:02,Lagerhalle A
ORD-10467,Verpacken und Labeldruck,2025-10-05 21:11:02,Packtisch 3
ORD-10467,Versandübergabe,2025-10-05 22:11:02,Rampe 1
ORD-10468,Wareneingang im LVS,2025-10-14 11:15:40,Server
ORD-10468,Kommissionierung gestartet,2025-10-15 18:15:40,Lagerhalle A
ORD-10468,Kommissionierung beendet,2025-10-15 18:42:40,Lagerhalle A
ORD-10468,Verpacken und Labeldruck,2025-10-15 18:54:40,Packtisch 3
ORD-10468,Versandübergabe,2025-10-15 20:54:40,Rampe 1
ORD-10469,Wareneingang im LVS,2025-09-16 08:24:21,Server
ORD-10469,Kommissionierung gestartet,2025-09-17 16:24:21,Lagerhalle A
ORD-10469,Kommissionierung beendet,2025-09-17 16:43:21,Lagerhalle A
ORD-10469,Verpacken und Labeldruck,2025-09-17 18:13:21,Packtisch 3
ORD-10469,Versandübergabe,2025-09-17 19:13:21,Rampe 1
ORD-10470,Wareneingang im LVS,2025-09-05 17:41:23,Server
ORD-10470,Kommissionierung gestartet,2025-09-06 10:41:23,Lagerhalle A
ORD-10470,Kommissionierung beendet,2025-09-06 11:11:23,Lagerhalle A
ORD-10470,Verpacken und Labeldruck,2025-09-06 12:07:23,Packtisch 3
ORD-10470,Versandübergabe,2025-09-06 15:07:23,Rampe 1
ORD-10471,Wareneingang im LVS,2025-10-19 10:04:15,Server
ORD-10471,Kommissionierung gestartet,2025-10-21 07:04:15,Lagerhalle A
ORD-10471,Kommissionierung beendet,2025-10-21 07:36:15,Lagerhalle A
ORD-10471,Verpacken und Labeldruck,2025-10-21 09:15:15,Packtisch 3
ORD-10471,Versandübergabe,2025-10-21 10:15:15,Rampe 1
ORD-10472,Wareneingang im LVS,2025-09-12 09:59:33,Server
ORD-10472,Kommissionierung gestartet,2025-09-13 14:59:33,Lagerhalle A
ORD-10472,Kommissionierung beendet,2025-09-13 15:14:33,Lagerhalle A
ORD-10472,Verpacken und Labeldruck,2025-09-13 16:17:33,Packtisch 3
ORD-10472,Versandübergabe,2025-09-13 17:17:33,Rampe 1
ORD-10473,Wareneingang im LVS,2025-10-27 09:08:04,Server
ORD-10473,Kommissionierung gestartet,2025-10-28 11:08:04,Lagerhalle A
ORD-10473,Kommissionierung beendet,2025-10-28 11:51:04,Lagerhalle A
ORD-10473,Verpacken und Labeldruck,2025-10-28 12:02:04,Packtisch 3
ORD-10473,Versandübergabe,2025-10-28 14:02:04,Rampe 1
ORD-10474,Wareneingang im LVS,2025-09-09 10:40:39,Server
ORD-10474,Kommissionierung gestartet,2025-09-09 23:40:39,Lagerhalle A
ORD-10474,Kommissionierung beendet,2025-09-10 00:07:39,Lagerhalle A
ORD-10474,Verpacken und Labeldruck,2025-09-10 00:24:39,Packtisch 3
ORD-10474,Versandübergabe,2025-09-10 04:24:39,Rampe 1
ORD-10475,Wareneingang im LVS,2025-10-02 23:00:49,Server
ORD-10475,Kommissionierung gestartet,2025-10-04 12:00:49,Lagerhalle A
ORD-10475,Kommissionierung beendet,2025-10-04 12:45:49,Lagerhalle A
ORD-10475,Verpacken und Labeldruck,2025-10-04 14:17:49,Packtisch 3
ORD-10475,Versandübergabe,2025-10-04 16:17:49,Rampe 1
ORD-10476,Wareneingang im LVS,2025-09-15 14:50:00,Server
ORD-10476,Kommissionierung gestartet,2025-09-15 22:50:00,Lagerhalle A
ORD-10476,Kommissionierung beendet,2025-09-15 23:14:00,Lagerhalle A
ORD-10476,Verpacken und Labeldruck,2025-09-16 00:13:00,Packtisch 3
ORD-10476,Versandübergabe,2025-09-16 01:13:00,Rampe 1
ORD-10477,Wareneingang im LVS,2025-09-04 23:35:53,Server
ORD-10477,Kommissionierung gestartet,2025-09-06 11:35:53,Lagerhalle A
ORD-10477,Kommissionierung beendet,2025-09-06 11:53:53,Lagerhalle A
ORD-10477,Verpacken und Labeldruck,2025-09-06 13:40:53,Packtisch 3
ORD-10477,Versandübergabe,2025-09-06 14:40:53,Rampe 1
ORD-10478,Wareneingang im LVS,2025-09-09 14:38:00,Server
ORD-10478,Kommissionierung gestartet,2025-09-10 00:38:00,Lagerhalle A
ORD-10478,Kommissionierung beendet,2025-09-10 01:10:00,Lagerhalle A
ORD-10478,Verpacken und Labeldruck,2025-09-10 02:13:00,Packtisch 3
ORD-10478,Versandübergabe,2025-09-10 03:13:00,Rampe 1
ORD-10479,Wareneingang im LVS,2025-09-17 15:15:12,Server
ORD-10479,Kommissionierung gestartet,2025-09-19 11:15:12,Lagerhalle A
ORD-10479,Kommissionierung beendet,2025-09-19 11:33:12,Lagerhalle A
ORD-10479,Verpacken und Labeldruck,2025-09-19 13:31:12,Packtisch 3
ORD-10479,Versandübergabe,2025-09-19 17:31:12,Rampe 1
ORD-10480,Wareneingang im LVS,2025-09-05 13:53:09,Server
ORD-10480,Kommissionierung gestartet,2025-09-06 17:53:09,Lagerhalle A
ORD-10480,Kommissionierung beendet,2025-09-06 18:20:09,Lagerhalle A
ORD-10480,Verpacken und Labeldruck,2025-09-06 19:28:09,Packtisch 3
ORD-10480,Versandübergabe,2025-09-06 21:28:09,Rampe 1
ORD-10481,Wareneingang im LVS,2025-10-08 18:31:59,Server
ORD-10481,Kommissionierung gestartet,2025-10-09 01:31:59,Lagerhalle A
ORD-10481,Kommissionierung beendet,2025-10-09 01:58:59,Lagerhalle A
ORD-10481,Verpacken und Labeldruck,2025-10-09 02:56:59,Packtisch 3
ORD-10481,Versandübergabe,2025-10-09 04:56:59,Rampe 1
ORD-10482,Wareneingang im LVS,2025-09-04 16:27:38,Server
ORD-10482,Kommissionierung gestartet,2025-09-06 06:27:38,Lagerhalle A
ORD-10482,Kommissionierung beendet,2025-09-06 06:43:38,Lagerhalle A
ORD-10482,Verpacken und Labeldruck,2025-09-06 07:23:38,Packtisch 3
ORD-10482,Versandübergabe,2025-09-06 09:23:38,Rampe 1
ORD-10483,Wareneingang im LVS,2025-10-18 17:08:38,Server
ORD-10483,Kommissionierung gestartet,2025-10-19 22:08:38,Lagerhalle A
ORD-10483,Kommissionierung beendet,2025-10-19 22:32:38,Lagerhalle A
ORD-10483,Verpacken und Labeldruck,2025-10-20 00:18:38,Packtisch 3
ORD-10483,Versandübergabe,2025-10-20 03:18:38,Rampe 1
ORD-10484,Wareneingang im LVS,2025-09-26 19:26:02,Server
ORD-10484,Kommissionierung gestartet,2025-09-27 20:26:02,Lagerhalle A
ORD-10484,Kommissionierung beendet,2025-09-27 20:58:02,Lagerhalle A
ORD-10484,Verpacken und Labeldruck,2025-09-27 21:25:02,Packtisch 3
ORD-10484,Versandübergabe,2025-09-27 23:25:02,Rampe 1
ORD-10485,Wareneingang im LVS,2025-09-07 13:40:32,Server
ORD-10485,Kommissionierung gestartet,2025-09-08 17:40:32,Lagerhalle A
ORD-10485,Kommissionierung beendet,2025-09-08 18:10:32,Lagerhalle A
ORD-10485,Verpacken und Labeldruck,2025-09-08 20:05:32,Packtisch 3
ORD-10485,Versandübergabe,2025-09-08 21:05:32,Rampe 1
ORD-10486,Wareneingang im LVS,2025-10-26 17:26:21,Server
ORD-10486,Kommissionierung gestartet,2025-10-26 22:26:21,Lagerhalle A
ORD-10486,Kommissionierung beendet,2025-10-26 22:46:21,Lagerhalle A
ORD-10486,Verpacken und Labeldruck,2025-10-26 23:08:21,Packtisch 3
ORD-10486,Versandübergabe,2025-10-27 02:08:21,Rampe 1
ORD-10487,Wareneingang im LVS,2025-09-14 17:18:14,Server
ORD-10487,Kommissionierung gestartet,2025-09-15 04:18:14,Lagerhalle A
ORD-10487,Kommissionierung beendet,2025-09-15 05:03:14,Lagerhalle A
ORD-10487,Verpacken und Labeldruck,2025-09-15 06:17:14,Packtisch 3
ORD-10487,Versandübergabe,2025-09-15 09:17:14,Rampe 1
ORD-10488,Wareneingang im LVS,2025-09-16 12:21:07,Server
ORD-10488,Kommissionierung gestartet,2025-09-17 12:21:07,Lagerhalle A
ORD-10488,Kommissionierung beendet,2025-09-17 13:00:07,Lagerhalle A
ORD-10488,Verpacken und Labeldruck,2025-09-17 14:09:07,Packtisch 3
ORD-10488,Versandübergabe,2025-09-17 17:09:07,Rampe 1
ORD-10489,Wareneingang im LVS,2025-09-24 09:03:03,Server
ORD-10489,Kommissionierung gestartet,2025-09-25 19:03:03,Lagerhalle A
ORD-10489,Kommissionierung beendet,2025-09-25 19:18:03,Lagerhalle A
ORD-10489,Verpacken und Labeldruck,2025-09-25 20:37:03,Packtisch 3
ORD-10489,Versandübergabe,2025-09-25 22:37:03,Rampe 1
ORD-10490,Wareneingang im LVS,2025-10-25 08:06:29,Server
ORD-10490,Kommissionierung gestartet,2025-10-26 14:06:29,Lagerhalle A
ORD-10490,Kommissionierung beendet,2025-10-26 14:43:29,Lagerhalle A
ORD-10490,Verpacken und Labeldruck,2025-10-26 16:28:29,Packtisch 3
ORD-10490,Versandübergabe,2025-10-26 19:28:29,Rampe 1
ORD-10491,Wareneingang im LVS,2025-09-16 18:58:52,Server
ORD-10491,Kommissionierung gestartet,2025-09-16 21:58:52,Lagerhalle A
ORD-10491,Kommissionierung beendet,2025-09-16 22:17:52,Lagerhalle A
ORD-10491,Verpacken und Labeldruck,2025-09-16 23:28:52,Packtisch 3
ORD-10491,Versandübergabe,2025-09-17 03:28:52,Rampe 1
ORD-10492,Wareneingang im LVS,2025-10-20 18:45:43,Server
ORD-10492,Kommissionierung gestartet,2025-10-22 05:45:43,Lagerhalle A
ORD-10492,Kommissionierung beendet,2025-10-22 06:15:43,Lagerhalle A
ORD-10492,Verpacken und Labeldruck,2025-10-22 07:40:43,Packtisch 3
ORD-10492,Versandübergabe,2025-10-22 09:40:43,Rampe 1
ORD-10493,Wareneingang im LVS,2025-09-20 09:21:09,Server
ORD-10493,Kommissionierung gestartet,2025-09-21 06:21:09,Lagerhalle A
ORD-10493,Kommissionierung beendet,2025-09-21 07:04:09,Lagerhalle A
ORD-10493,Verpacken und Labeldruck,2025-09-21 07:30:09,Packtisch 3
ORD-10493,Versandübergabe,2025-09-21 11:30:09,Rampe 1
ORD-10494,Wareneingang im LVS,2025-10-18 19:11:52,Server
ORD-10494,Kommissionierung gestartet,2025-10-18 23:11:52,Lagerhalle A
ORD-10494,Kommissionierung beendet,2025-10-18 23:55:52,Lagerhalle A
ORD-10494,Verpacken und Labeldruck,2025-10-19 01:08:52,Packtisch 3
ORD-10494,Versandübergabe,2025-10-19 05:08:52,Rampe 1
ORD-10495,Wareneingang im LVS,2025-10-21 08:38:43,Server
ORD-10495,Kommissionierung gestartet,2025-10-21 23:38:43,Lagerhalle A
ORD-10495,Kommissionierung beendet,2025-10-22 00:20:43,Lagerhalle A
ORD-10495,Verpacken und Labeldruck,2025-10-22 01:48:43,Packtisch 3
ORD-10495,Versandübergabe,2025-10-22 05:48:43,Rampe 1
ORD-10496,Wareneingang im LVS,2025-10-18 18:45:14,Server
ORD-10496,Kommissionierung gestartet,2025-10-18 23:45:14,Lagerhalle A
ORD-10496,Kommissionierung beendet,2025-10-19 00:08:14,Lagerhalle A
ORD-10496,Verpacken und Labeldruck,2025-10-19 01:25:14,Packtisch 3
ORD-10496,Versandübergabe,2025-10-19 02:25:14,Rampe 1
ORD-10497,Wareneingang im LVS,2025-09-28 10:09:22,Server
ORD-10497,Kommissionierung gestartet,2025-09-29 09:09:22,Lagerhalle A
ORD-10497,Kommissionierung beendet,2025-09-29 09:52:22,Lagerhalle A
ORD-10497,Verpacken und Labeldruck,2025-09-29 10:39:22,Packtisch 3
ORD-10497,Versandübergabe,2025-09-29 12:39:22,Rampe 1
ORD-10498,Wareneingang im LVS,2025-10-14 09:17:22,Server
ORD-10498,Kommissionierung gestartet,2025-10-14 22:17:22,Lagerhalle A
ORD-10498,Kommissionierung beendet,2025-10-14 22:35:22,Lagerhalle A
ORD-10498,Verpacken und Labeldruck,2025-10-14 23:40:22,Packtisch 3
ORD-10498,Versandübergabe,2025-10-15 02:40:22,Rampe 1
ORD-10499,Wareneingang im LVS,2025-10-20 08:18:22,Server
ORD-10499,Kommissionierung gestartet,2025-10-20 16:18:22,Lagerhalle A
ORD-10499,Kommissionierung beendet,2025-10-20 16:45:22,Lagerhalle A
ORD-10499,Verpacken und Labeldruck,2025-10-20 17:52:22,Packtisch 3
ORD-10499,Versandübergabe,2025-10-20 19:52:22,Rampe 1
ORD-10500,Wareneingang im LVS,2025-10-31 13:56:55,Server
ORD-10500,Kommissionierung gestartet,2025-11-01 15:56:55,Lagerhalle A
ORD-10500,Kommissionierung beendet,2025-11-01 16:28:55,Lagerhalle A
ORD-10500,Verpacken und Labeldruck,2025-11-01 16:45:55,Packtisch 3
ORD-10500,Versandübergabe,2025-11-01 20:45:55,Rampe 1
